"Word","a","b","c","d","GStat","Frequency"
"bouquet",35,236,260026,98103486,208.194487693639,"higher"
"murmur",38,331,260023,98103391,208.147726093223,"higher"
"roomful",19,3,260042,98103719,208.041200580082,"higher"
"widening",44,580,260017,98103142,207.208526299912,"higher"
"remnant",31,141,260030,98103581,206.471279295544,"higher"
"glut",25,45,260036,98103677,205.770305859393,"higher"
"colleague",59,1508,260002,98102214,205.669383377766,"higher"
"column",71,2525,259990,98101197,205.122829625101,"higher"
"unit",134,10642,259927,98093080,205.000464185924,"higher"
"spasm",31,145,260030,98103577,204.922685761865,"higher"
"feast",48,808,260013,98102914,204.256043017634,"higher"
"deed",44,605,260017,98103117,203.758700837279,"higher"
"flavour",57,1388,260004,98102334,203.746227871039,"higher"
"generation",90,4583,259971,98099139,203.471320222856,"higher"
"temperature",87,4242,259974,98099480,203.171650619417,"higher"
"fan",60,1621,260001,98102101,203.087663133194,"higher"
"derivative",36,289,260025,98103433,202.613407347413,"higher"
"rule",123,9072,259938,98094650,202.559303622295,"higher"
"founder-member",19,5,260042,98103717,201.013778774882,"higher"
"ministry",91,4796,259970,98098926,200.392996339084,"higher"
"professor",91,4801,259970,98098921,200.231595276624,"higher"
"crisis",96,5447,259965,98098275,199.415497056522,"higher"
"snapshot",29,118,260032,98103604,198.885165462726,"higher"
"labyrinth",29,121,260032,98103601,197.597380879937,"higher"
"frisson",26,69,260035,98103653,197.505611978712,"higher"
"plateful",21,17,260040,98103705,197.125835597806,"higher"
"bed",153,14224,259908,98089498,197.122215605723,"higher"
"preview",34,250,260027,98103472,196.848353193884,"higher"
"disciple",28,105,260033,98103617,196.049810481284,"higher"
"procession",43,615,260018,98103107,195.981749012649,"higher"
"slab",37,356,260024,98103366,195.862033538154,"higher"
"principle",112,7781,259949,98095941,195.209739633717,"higher"
"lessening",27,89,260034,98103633,195.111153259391,"higher"
"failure",110,7535,259951,98096187,194.238039980874,"higher"
"memento",26,75,260035,98103647,193.836161657612,"higher"
"gleam",35,300,260026,98103422,192.755123889763,"higher"
"ray",33,237,260028,98103485,192.484795535165,"higher"
"litre",39,456,260022,98103266,192.348860745397,"higher"
"drink",107,7207,259954,98096515,191.872002166327,"higher"
"medley",26,79,260035,98103643,191.529553042887,"higher"
"reconsideration",25,64,260036,98103658,191.420366992335,"higher"
"crate",30,170,260031,98103552,187.950523941474,"higher"
"mask",50,1102,260011,98102620,187.873530978995,"higher"
"cousin",56,1538,260005,98102184,187.872978262151,"higher"
"memorandum",46,850,260015,98102872,187.802532448659,"higher"
"creature",58,1707,260003,98102015,187.301925532262,"higher"
"close-up",29,149,260032,98103573,186.81594880884,"higher"
"cargo",45,803,260016,98102919,186.626519165411,"higher"
"precondition",29,151,260032,98103571,186.119526278145,"higher"
"repertoire",39,497,260022,98103225,186.111321599815,"higher"
"flow",88,4903,259973,98098819,185.494915687787,"higher"
"vindication",25,74,260036,98103648,185.281452006813,"higher"
"swirl",26,91,260035,98103631,185.179725916253,"higher"
"notion",76,3495,259985,98100227,185.169182947028,"higher"
"hoard",29,155,260032,98103567,184.75208591909,"higher"
"plea",48,1019,260013,98102703,183.669888671197,"higher"
"compilation",35,346,260026,98103376,183.519130122961,"higher"
"thing",242,33021,259819,98070701,182.622406227012,"higher"
"dictionary",58,1785,260003,98101937,182.616091323283,"higher"
"swathe",26,98,260035,98103624,181.812853585464,"higher"
"sentence",91,5456,259970,98098266,180.626975416252,"higher"
"sale",114,8751,259947,98094971,180.498646906763,"higher"
"show",207,25953,259854,98077769,178.974900175274,"higher"
"hallmark",29,174,260032,98103548,178.676864183055,"higher"
"tributary",25,88,260036,98103634,177.809300173595,"higher"
"variation",65,2531,259996,98101191,177.317633091856,"higher"
"flotilla",25,90,260036,98103632,176.829607416646,"higher"
"time",696,151437,259365,97952285,176.646719271649,"higher"
"translation",51,1322,260010,98102400,176.470157352704,"higher"
"strengthening",41,682,260020,98103040,175.372494648412,"higher"
"riot",43,797,260018,98102925,175.310719636753,"higher"
"report",175,19868,259886,98083854,174.917627871576,"higher"
"redistribution",34,355,260027,98103367,174.830039706829,"higher"
"squadron",35,398,260026,98103324,174.428835951426,"higher"
"story",137,12931,259924,98090791,173.402502816921,"higher"
"smear",31,254,260030,98103468,173.30430090114,"higher"
"child",192,23430,259869,98080292,172.945508199306,"higher"
"lowering",38,548,260023,98103174,172.609002327422,"higher"
"whisker",23,66,260038,98103656,171.674876970884,"higher"
"devotee",21,40,260040,98103682,170.958644172929,"higher"
"miscellany",21,40,260040,98103682,170.958644172929,"higher"
"spray",43,852,260018,98102870,170.007691073472,"higher"
"re-examination",22,56,260039,98103666,168.659533580132,"higher"
"fall",120,10364,259941,98093358,167.981830513942,"higher"
"gathering",54,1701,260007,98102021,167.755934113386,"higher"
"meal",76,4000,259985,98099722,167.534134592389,"higher"
"beam",45,1012,260016,98102710,167.417308739917,"higher"
"citizen",45,1023,260016,98102699,166.523460907207,"higher"
"deficiency",38,600,260023,98103122,166.21330590951,"higher"
"litany",24,94,260037,98103628,166.208864079415,"higher"
"lick",31,293,260030,98103429,165.123147567803,"higher"
"paucity",24,97,260037,98103625,164.879516946219,"higher"
"coat",68,3155,259993,98100567,164.628847810486,"higher"
"diameter",47,1193,260014,98102529,164.430904515037,"higher"
"prerequisite",31,298,260030,98103424,164.151985453058,"higher"
"shortlist",23,80,260038,98103642,164.061934718123,"higher"
"scene",92,6244,259969,98097478,163.831288497625,"higher"
"knot",37,575,260024,98103147,162.930330255521,"higher"
"difference",122,11005,259939,98092717,162.710556233491,"higher"
"squad",58,2170,260003,98101552,162.326245023897,"higher"
"week",223,31087,259838,98072635,162.247377093214,"higher"
"deposit",54,1806,260007,98101916,161.940443253638,"higher"
"diminution",26,152,260035,98103570,161.41967832729,"higher"
"re-evaluation",19,29,260042,98103693,161.26090914258,"higher"
"synthesis",45,1092,260016,98102630,161.135947964919,"higher"
"cycle",65,2923,259996,98100799,160.893585825549,"higher"
"scatter",29,244,260032,98103478,160.704332733967,"higher"
"pioneer",37,595,260024,98103127,160.582855975362,"higher"
"screech",24,108,260037,98103614,160.305773505804,"higher"
"tablespoon",24,110,260037,98103612,159.520338611219,"higher"
"roar",36,556,260025,98103166,158.941144187138,"higher"
"matrix",47,1287,260014,98102435,157.931216958982,"higher"
"shortfall",33,418,260028,98103304,157.849313741722,"higher"
"blast",44,1064,260017,98102658,157.837276745746,"higher"
"reaffirmation",18,23,260043,98103699,157.574643542143,"higher"
"compendium",21,60,260040,98103662,156.90137006323,"higher"
"blur",29,265,260032,98103457,156.280921000342,"higher"
"restatement",20,47,260041,98103675,155.985191875851,"higher"
"region",105,8597,259956,98095125,155.631316283242,"higher"
"reservoir",36,588,260025,98103134,155.203296957211,"higher"
"writ",34,486,260027,98103236,154.997480419798,"higher"
"plume",24,123,260037,98103599,154.71472078883,"higher"
"pound",92,6699,259969,98097023,153.388852407557,"higher"
"spectrum",47,1363,260014,98102359,153.033871705667,"higher"
"forerunner",25,156,260036,98103566,152.246825051495,"higher"
"boy",127,12562,259934,98091160,151.948431258695,"higher"
"dilution",27,223,260034,98103499,150.544377826051,"higher"
"nation",71,3928,259990,98099794,150.50358042253,"higher"
"quart",18,30,260043,98103692,150.328425556523,"higher"
"blob",22,93,260039,98103629,149.391726380802,"higher"
"deluge",22,93,260039,98103629,149.391726380802,"higher"
"wreath",24,140,260037,98103582,149.098242314858,"higher"
"cacophony",20,58,260041,98103664,148.923178256543,"higher"
"refund",29,304,260032,98103418,148.905433036272,"higher"
"sketch",37,710,260024,98103012,148.474661189304,"higher"
"centre",176,22432,259885,98081290,148.335135144395,"higher"
"trustee",39,844,260022,98102878,147.850775538059,"higher"
"species",103,8717,259958,98095005,147.39178392576,"higher"
"patchwork",25,174,260036,98103548,147.258896357404,"higher"
"fine",118,11276,259943,98092446,147.183155930087,"higher"
"plan",136,14629,259925,98089093,146.24688207548,"higher"
"wisp",18,35,260043,98103687,145.941773045248,"higher"
"limit",75,4633,259986,98099089,145.14400162433,"higher"
"bar",87,6353,259974,98097369,144.654681216897,"higher"
"swig",20,66,260041,98103656,144.487411715192,"higher"
"settlement",72,4264,259989,98099458,144.38887740725,"higher"
"leader",104,9055,259957,98094667,144.295193407746,"higher"
"galaxy",30,378,260031,98103344,143.793181913855,"higher"
"grove",21,86,260040,98103636,143.780802290466,"higher"
"hash",21,86,260040,98103636,143.780802290466,"higher"
"litter",35,639,260026,98103083,143.67148324366,"higher"
"distortion",34,584,260027,98103138,143.408096280966,"higher"
"flick",28,296,260033,98103426,143.333192683959,"higher"
"possibility",90,6869,259971,98096853,143.31381947299,"higher"
"dollop",17,27,260044,98103695,143.247212840434,"higher"
"topic",55,2301,260006,98101421,143.08011796539,"higher"
"predominance",24,161,260037,98103561,142.986282050227,"higher"
"morsel",20,71,260041,98103651,141.951304748433,"higher"
"doctrine",47,1559,260014,98102163,141.641433960933,"higher"
"decision",142,16154,259919,98087568,141.526482670608,"higher"
"count",69,3998,259992,98099724,140.894888876952,"higher"
"purge",25,201,260036,98103521,140.632670417255,"higher"
"freeman",31,450,260030,98103272,140.433486111198,"higher"
"cessation",25,202,260036,98103520,140.40405309352,"higher"
"hunk",19,58,260042,98103664,139.811938677577,"higher"
"repudiation",21,97,260040,98103625,139.289033846086,"higher"
"redefinition",19,59,260042,98103663,139.254720201429,"higher"
"veil",30,419,260031,98103303,138.053522306292,"higher"
"precursor",25,217,260036,98103505,137.100216920616,"higher"
"triumph",46,1567,260015,98102155,136.431857480227,"higher"
"battalion",26,259,260035,98103463,135.959529026893,"higher"
"focus",77,5291,259984,98098431,135.569912688106,"higher"
"fusion",40,1081,260021,98102641,135.366668584555,"higher"
"queue",38,934,260023,98102788,135.179871257226,"higher"
"snort",21,109,260040,98103613,134.895088432915,"higher"
"paragon",17,37,260044,98103685,134.731302301734,"higher"
"thicket",20,88,260041,98103634,134.388130466089,"higher"
"manufacturer",47,1701,260014,98102021,134.315078212511,"higher"
"requirement",60,3099,260001,98100623,134.187033935029,"higher"
"carton",21,112,260040,98103610,133.866969294533,"higher"
"spurt",20,90,260041,98103632,133.587845019597,"higher"
"raft",25,235,260036,98103487,133.416664873308,"higher"
"grasp",44,1446,260017,98102276,133.333652232659,"higher"
"servant",46,1629,260015,98102093,133.240597855104,"higher"
"detachment",31,510,260030,98103212,133.231904192983,"higher"
"kaleidoscope",19,71,260042,98103651,133.150212920249,"higher"
"misreading",16,28,260045,98103694,132.403204984362,"higher"
"squeal",20,95,260041,98103627,131.656476405649,"higher"
"budget",94,8134,259967,98095588,131.305114254354,"higher"
"garland",17,42,260044,98103680,131.174955344834,"higher"
"supplier",41,1233,260020,98102489,130.799420488737,"higher"
"vase",28,386,260033,98103336,129.528093982199,"higher"
"carafe",15,21,260046,98103701,129.275483055271,"higher"
"fuss",35,805,260026,98102917,128.767483796773,"higher"
"teaspoonful",17,46,260044,98103676,128.581336340286,"higher"
"dab",20,104,260041,98103618,128.405384382112,"higher"
"criticism",68,4333,259993,98099389,128.109290814529,"higher"
"recording",64,3811,259997,98099911,127.760317560435,"higher"
"probability",43,1464,260018,98102258,127.576016710427,"higher"
"gulp",22,161,260039,98103561,127.562896249749,"higher"
"babble",19,84,260042,98103638,127.507288361236,"higher"
"narrowing",25,267,260036,98103455,127.501900291349,"higher"
"volley",24,229,260037,98103493,127.415338075099,"higher"
"short-list",15,23,260046,98103699,127.205678900671,"higher"
"broadening",23,197,260038,98103525,126.697424358904,"higher"
"rite",23,198,260038,98103524,126.482399983618,"higher"
"coating",26,319,260035,98103403,125.905355333751,"higher"
"remake",18,68,260043,98103654,125.798379027148,"higher"
"subgroup",20,112,260041,98103610,125.728299936941,"higher"
"flask",24,239,260037,98103483,125.515241282028,"higher"
"founder",39,1160,260022,98102562,125.196147008631,"higher"
"barrel",34,781,260027,98102941,125.168176282836,"higher"
"thread",35,852,260026,98102870,125.125860034042,"higher"
"haven",27,371,260034,98103351,125.065903767336,"higher"
"premonition",18,70,260043,98103652,124.881709343941,"higher"
"parcel",32,656,260029,98103066,124.506225403409,"higher"
"residue",27,376,260034,98103346,124.394407483427,"higher"
"separation",45,1728,260016,98101994,123.864630920724,"higher"
"posy",15,27,260046,98103695,123.461613715866,"higher"
"knack",22,180,260039,98103542,123.047530976166,"higher"
"refinement",26,340,260035,98103382,122.825678266429,"higher"
"phase",68,4548,259993,98099174,122.711222324754,"higher"
"groundswell",15,29,260046,98103693,121.755730111111,"higher"
"span",32,688,260029,98103034,121.697819066058,"higher"
"cornerstone",20,126,260041,98103596,121.44828810135,"higher"
"bucketful",13,11,260048,98103711,121.277988016117,"higher"
"mob",31,631,260030,98103091,121.02161730745,"higher"
"zone",51,2434,260010,98101288,120.978488514665,"higher"
"round-up",19,102,260042,98103620,120.892678093104,"higher"
"vista",19,103,260042,98103619,120.557867249491,"higher"
"slip",48,2120,260013,98101602,120.317030830865,"higher"
"crew",54,2803,260007,98100919,120.309205940149,"higher"
"vice-president",36,1005,260025,98102717,119.70377804128,"higher"
"pocketful",11,2,260050,98103720,119.429912755364,"higher"
"thousandth",16,46,260045,98103676,119.374084442829,"higher"
"conference",99,9795,259962,98093927,118.404035855505,"higher"
"shipment",24,281,260037,98103441,118.306184069653,"higher"
"wall",106,11117,259955,98092605,117.813255757049,"higher"
"whirl",19,112,260042,98103610,117.674528301387,"higher"
"typology",18,88,260043,98103634,117.561145072701,"higher"
"determinant",23,245,260038,98103477,117.412902956043,"higher"
"shift",61,3792,260000,98099930,117.411440166054,"higher"
"directory",40,1388,260021,98102334,117.314103160765,"higher"
"multiplier",23,247,260038,98103475,117.065970330231,"higher"
"projection",29,554,260032,98103168,116.61124620754,"higher"
"flutter",21,177,260040,98103545,116.303482340738,"higher"
"nucleus",30,621,260031,98103101,116.187314395423,"higher"
"devaluation",27,443,260034,98103279,116.175036183954,"higher"
"shiver",24,296,260037,98103426,115.98781731425,"higher"
"predictor",18,93,260043,98103629,115.773226588156,"higher"
"half-bottle",12,8,260049,98103714,115.574723292149,"higher"
"parade",36,1078,260025,98102644,115.126971831753,"higher"
"problem",186,28357,259875,98075365,114.982817220332,"higher"
"notice",92,8801,259969,98094921,114.599792164776,"higher"
"badge",28,515,260033,98103207,114.552808619251,"higher"
"mirror-image",14,27,260047,98103695,113.693917212352,"higher"
"tribe",29,587,260032,98103135,113.512620013572,"higher"
"tube",43,1762,260018,98101960,113.429632716311,"higher"
"confusion",51,2657,260010,98101065,113.306029896778,"higher"
"lapse",24,320,260037,98103402,112.511497156665,"higher"
"patron",31,733,260030,98102989,112.477235011621,"higher"
"transformation",41,1590,260020,98102132,112.138317363543,"higher"
"provider",25,372,260036,98103350,112.102854235391,"higher"
