"Token","FreqCommerce","FreqRest","c","d","GStat","Frequency"
"survived","0","32","170641","913429","10.9612383134526","less"
"chest","0","32","170641","913429","10.9612383134526","less"
"clear","19","208","170622","913253","10.8859865216735","less"
"favourite","5","93","170636","913368","10.8500544515941","less"
"think","43","378","170598","913083","10.8369845820737","less"
"male","2","62","170639","913399","10.8335098962688","less"
"richards","2","62","170639","913399","10.8335098962688","less"
"pat","2","62","170639","913399","10.8335098962688","less"
"want","47","405","170594","913056","10.8245659408034","less"
"quite","17","192","170624","913269","10.7440298948981","less"
"fact","19","207","170622","913254","10.7186443936493","less"
"desperate","1","49","170640","913412","10.6784336021481","less"
"primary","1","49","170640","913412","10.6784336021481","less"
"feels","1","49","170640","913412","10.6784336021481","less"
"guard","1","49","170640","913412","10.6784336021481","less"
"jimmy","1","49","170640","913412","10.6784336021481","less"
"defence","15","176","170626","913285","10.6392016630642","less"
"higgins","0","31","170641","913430","10.6186942739827","less"
"intifada","0","31","170641","913430","10.6186942739827","less"
"priest","0","31","170641","913430","10.6186942739827","less"
"kenny","0","31","170641","913430","10.6186942739827","less"
"mcmillan","0","31","170641","913430","10.6186942739827","less"
"amateur","0","31","170641","913430","10.6186942739827","less"
"elaine","0","31","170641","913430","10.6186942739827","less"
"serbs","0","31","170641","913430","10.6186942739827","less"
"artistic","0","31","170641","913430","10.6186942739827","less"
"tall","0","31","170641","913430","10.6186942739827","less"
"suppose","0","31","170641","913430","10.6186942739827","less"
"exist","0","31","170641","913430","10.6186942739827","less"
"harm","0","31","170641","913430","10.6186942739827","less"
"san","0","31","170641","913430","10.6186942739827","less"
"species","0","31","170641","913430","10.6186942739827","less"
"mario","0","31","170641","913430","10.6186942739827","less"
"mouth","0","31","170641","913430","10.6186942739827","less"
"stones","0","31","170641","913430","10.6186942739827","less"
"liberal","5","92","170636","913369","10.6127870523074","less"
"victory","14","168","170627","913293","10.6046048427044","less"
"cambridge","2","61","170639","913400","10.5549660353993","less"
"edwards","4","82","170637","913379","10.5244927941989","less"
"cancer","4","82","170637","913379","10.5244927941989","less"
"work","84","644","170557","912817","10.5155540736799","less"
"schools","9","127","170632","913334","10.5152344782481","less"
"official","12","151","170629","913310","10.3922009466944","less"
"drinking","1","48","170640","913413","10.3767047089805","less"
"petrol","1","48","170640","913413","10.3767047089805","less"
"walked","1","48","170640","913413","10.3767047089805","less"
"seats","1","48","170640","913413","10.3767047089805","less"
"testing","1","48","170640","913413","10.3767047089805","less"
"anniversary","1","48","170640","913413","10.3767047089805","less"
"roman","1","48","170640","913413","10.3767047089805","less"
"teacher","1","48","170640","913413","10.3767047089805","less"
"goalkeeper","1","48","170640","913413","10.3767047089805","less"
"wright","7","109","170634","913352","10.3458894710596","less"
"tory","7","109","170634","913352","10.3458894710596","less"
"moment","9","126","170632","913335","10.3101336325244","less"
"released","3","71","170638","913390","10.3046306688728","less"
"christian","2","60","170639","913401","10.2774635082682","less"
"aldershot","0","30","170641","913431","10.2761505794442","less"
"lynch","0","30","170641","913431","10.2761505794442","less"
"jennifer","0","30","170641","913431","10.2761505794442","less"
"yugoslavia","0","30","170641","913431","10.2761505794442","less"
"senna","0","30","170641","913431","10.2761505794442","less"
"gay","0","30","170641","913431","10.2761505794442","less"
"winchester","0","30","170641","913431","10.2761505794442","less"
"umpires","0","30","170641","913431","10.2761505794442","less"
"boyd","0","30","170641","913431","10.2761505794442","less"
"bosnian","0","30","170641","913431","10.2761505794442","less"
"recalled","0","30","170641","913431","10.2761505794442","less"
"clacton","0","30","170641","913431","10.2761505794442","less"
"lineker","0","30","170641","913431","10.2761505794442","less"
"wastes","0","30","170641","913431","10.2761505794442","less"
"teenage","0","30","170641","913431","10.2761505794442","less"
"alresford","0","30","170641","913431","10.2761505794442","less"
"palestinians","0","30","170641","913431","10.2761505794442","less"
"bag","0","30","170641","913431","10.2761505794442","less"
"glory","0","30","170641","913431","10.2761505794442","less"
"cells","0","30","170641","913431","10.2761505794442","less"
"immigration","0","30","170641","913431","10.2761505794442","less"
"caused","10","134","170631","913327","10.2460071911259","less"
"manchester","13","158","170628","913303","10.2139461895432","less"
"brown","11","142","170630","913319","10.2122764075073","less"
"person","9","125","170632","913336","10.1060913638699","less"
"ireland","21","218","170620","913243","10.0900714512326","less"
"teams","3","73","170638","913388","10.826437534099","less"
"star","20","215","170621","913246","10.802907262659","less"
"welfare","1","47","170640","913414","10.0758266814828","less"
"visited","1","47","170640","913414","10.0758266814828","less"
"animal","1","47","170640","913414","10.0758266814828","less"
"ready","8","119","170633","913342","10.624510260846","less"
"palace","3","70","170638","913391","10.0454254562034","less"
"arrested","3","70","170638","913391","10.0454254562034","less"
"powerful","3","70","170638","913391","10.0454254562034","less"
"watched","3","70","170638","913391","10.0454254562034","less"
"dave","4","80","170637","913381","10.0322030997414","less"
"fighting","4","80","170637","913381","10.0322030997414","less"
"delighted","2","59","170639","913402","10.0010367388458","less"
"councillor","2","59","170639","913402","10.0010367388458","less"
"voice","2","59","170639","913402","10.0010367388458","less"
"finish","2","59","170639","913402","10.0010367388458","less"
"happened","8","116","170633","913345","9.99205816282268","less"
"second","73","568","170568","912893","9.96352880939107","less"
"sinn","0","29","170641","913432","9.93360722950658","less"
"helens","0","29","170641","913432","9.93360722950658","less"
"hockey","0","29","170641","913432","9.93360722950658","less"
"prop","0","29","170641","913432","9.93360722950658","less"
"1st","0","29","170641","913432","9.93360722950658","less"
"burn","0","29","170641","913432","9.93360722950658","less"
"jailed","0","29","170641","913432","9.93360722950658","less"
"fein","0","29","170641","913432","9.93360722950658","less"
"circuit","0","29","170641","913432","9.93360722950658","less"
"smashed","0","29","170641","913432","9.93360722950658","less"
"wbo","0","29","170641","913432","9.93360722950658","less"
"camera","0","29","170641","913432","9.93360722950658","less"
"girlfriend","0","29","170641","913432","9.93360722950658","less"
"serbian","0","29","170641","913432","9.93360722950658","less"
"don","0","29","170641","913432","9.93360722950658","less"
"palestinian","0","29","170641","913432","9.93360722950658","less"
"lover","0","29","170641","913432","9.93360722950658","less"
"8pm","0","29","170641","913432","9.93360722950658","less"
"destroy","0","29","170641","913432","9.93360722950658","less"
"illegal","0","29","170641","913432","9.93360722950658","less"
"unions","4","79","170637","913382","9.78783034959727","less"
"norwich","3","69","170638","913392","9.78739487117261","less"
"tournament","1","46","170640","913415","9.77583571963307","less"
"tribunal","1","46","170640","913415","9.77583571963307","less"
"teaching","1","46","170640","913415","9.77583571963307","less"
"shocked","1","46","170640","913415","9.77583571963307","less"
"called","33","301","170608","913160","9.74324072911904","less"
"tourists","2","58","170639","913403","9.72572188870238","less"
"castle","2","58","170639","913403","9.72572188870238","less"
"knowledge","2","58","170639","913403","9.72572188870238","less"
"birds","2","58","170639","913403","9.72572188870238","less"
"wild","2","58","170639","913403","9.72572188870238","less"
"chase","2","58","170639","913403","9.72572188870238","less"
"coach","7","106","170634","913355","9.69674444591629","less"
"penalty","5","88","170636","913373","9.67517241632076","less"
"thomas","5","88","170636","913373","9.67517241632076","less"
"wallace","0","28","170641","913433","9.59106422409331","less"
"argentina","0","28","170641","913433","9.59106422409331","less"
"rev","0","28","170641","913433","9.59106422409331","less"
"lengths","0","28","170641","913433","9.59106422409331","less"
"sequence","0","28","170641","913433","9.59106422409331","less"
"team-mate","0","28","170641","913433","9.59106422409331","less"
"serb","0","28","170641","913433","9.59106422409331","less"
"newmarket","0","28","170641","913433","9.59106422409331","less"
"bedroom","0","28","170641","913433","9.59106422409331","less"
"basingstoke","0","28","170641","913433","9.59106422409331","less"
"aussie","0","28","170641","913433","9.59106422409331","less"
"webb","0","28","170641","913433","9.59106422409331","less"
"bowler","0","28","170641","913433","9.59106422409331","less"
"ascot","0","28","170641","913433","9.59106422409331","less"
"musicians","0","28","170641","913433","9.59106422409331","less"
"widow","0","28","170641","913433","9.59106422409331","less"
"aspects","0","28","170641","913433","9.59106422409331","less"
"bottomley","0","28","170641","913433","9.59106422409331","less"
"blacks","0","28","170641","913433","9.59106422409331","less"
"benn","0","28","170641","913433","9.59106422409331","less"
"amazing","0","28","170641","913433","9.59106422409331","less"
"pie","0","28","170641","913433","9.59106422409331","less"
"remember","3","68","170638","913393","9.53057248220374","less"
"allen","3","68","170638","913393","9.53057248220374","less"
"university","14","162","170627","913299","9.52660287358961","less"
"ace","1","45","170640","913416","9.47677038636838","less"
"trained","1","45","170640","913416","9.47677038636838","less"
